,Age,AgeGeneration,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceFromHomeCategory,Education,EducationField,EmployeeCount,EmployeeEngagementScore,EmployeeNumber,EnvironmentSatisfaction,ExperiencePriorToCurrentJob,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,Overtime_Preference,PercentSalaryHike,PerformanceRating,PerformanceSatisfactionIndex,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
413,42,Millennials,No,Travel_Frequently,1368,Research & Development,28,Long Distance,Master,Technical Degree,1,3.0,551,Very High,1,Female,88,Medium,2,Healthcare Representative,Very High,Married,4523,4386,0,Y,No,0,11,Excellent,4.0,Very High,80,3,7,4,Best,6,5,0,4
414,24,Gen Z,Yes,Travel_Rarely,1448,Sales,1,Short Distance,Below College,Technical Degree,1,3.0,554,Low,1,Female,62,High,1,Sales Representative,Medium,Single,3202,21972,1,Y,Yes,1,16,Excellent,1.6666666666666667,Medium,80,0,6,4,Better,5,3,1,4
415,34,Millennials,Yes,Travel_Frequently,296,Sales,6,Short Distance,College,Marketing,1,2.0,555,Very High,1,Female,33,Low,1,Sales Representative,High,Divorced,2351,12253,0,Y,No,0,16,Excellent,3.6666666666666665,Very High,80,1,3,3,Good,2,2,1,0
416,38,Millennials,No,Travel_Frequently,1490,Research & Development,2,Short Distance,College,Life Sciences,1,3.3333333333333335,556,Very High,0,Male,42,High,1,Laboratory Technician,Very High,Married,1702,12106,1,Y,Yes,1,23,Outstanding,3.6666666666666665,High,80,1,1,3,Better,1,0,0,0
417,40,Millennials,No,Travel_Rarely,1398,Sales,2,Short Distance,Master,Life Sciences,1,3.0,558,High,1,Female,79,High,5,Manager,High,Married,18041,13022,0,Y,No,0,14,Excellent,3.3333333333333335,Very High,80,0,21,2,Better,20,15,1,12
418,26,Gen Z,No,Travel_Rarely,1349,Research & Development,23,Long Distance,Bachelor,Life Sciences,1,2.6666666666666665,560,Low,0,Female,90,High,1,Research Scientist,Very High,Divorced,2886,3032,1,Y,No,0,22,Outstanding,2.3333333333333335,Medium,80,2,3,3,Bad,3,2,0,2
419,30,Millennials,No,Non-Travel,1400,Research & Development,3,Short Distance,Bachelor,Life Sciences,1,2.3333333333333335,562,High,4,Male,53,High,1,Laboratory Technician,Very High,Married,2097,16734,4,Y,No,0,15,Excellent,3.3333333333333335,High,80,1,9,3,Bad,5,3,1,4
420,29,Millennials,No,Travel_Rarely,986,Research & Development,3,Short Distance,Master,Medical,1,2.6666666666666665,564,Medium,0,Male,93,Medium,3,Research Director,High,Married,11935,21526,1,Y,No,0,18,Excellent,2.6666666666666665,High,80,0,10,2,Better,10,2,0,7
421,29,Millennials,Yes,Travel_Rarely,408,Research & Development,25,Long Distance,Doctor,Technical Degree,1,3.0,565,High,4,Female,71,Medium,1,Research Scientist,Medium,Married,2546,18300,5,Y,No,0,16,Excellent,2.3333333333333335,Medium,80,0,6,2,Best,2,2,1,1
422,19,Gen Z,Yes,Travel_Rarely,489,Human Resources,2,Short Distance,College,Technical Degree,1,3.0,566,Low,0,Male,52,Medium,1,Human Resources,Very High,Single,2564,18437,1,Y,No,0,12,Excellent,2.6666666666666665,High,80,0,1,3,Best,1,0,0,0
423,30,Millennials,No,Non-Travel,1398,Sales,22,Long Distance,Master,Other,1,3.0,567,High,1,Female,69,High,3,Sales Executive,Low,Married,8412,2890,0,Y,No,0,11,Excellent,2.3333333333333335,High,80,0,10,3,Better,9,8,7,8
424,57,Gen X,No,Travel_Rarely,210,Sales,29,Long Distance,Bachelor,Marketing,1,2.3333333333333335,568,Low,31,Male,56,Medium,4,Manager,Very High,Divorced,14118,22102,3,Y,No,0,12,Excellent,2.6666666666666665,High,80,1,32,3,Good,1,0,0,0
425,50,Gen X,No,Travel_Rarely,1099,Research & Development,29,Long Distance,Master,Life Sciences,1,2.6666666666666665,569,Medium,1,Male,88,Medium,4,Manager,High,Married,17046,9314,0,Y,No,0,15,Excellent,2.3333333333333335,Medium,80,1,28,2,Better,27,10,15,7
426,30,Millennials,No,Non-Travel,1116,Research & Development,2,Short Distance,Bachelor,Medical,1,2.6666666666666665,571,High,1,Female,49,High,1,Laboratory Technician,Very High,Single,2564,7181,0,Y,No,0,14,Excellent,3.3333333333333335,High,80,0,12,2,Good,11,7,6,7
427,60,Boomers II (a/k/a Generation Jones)*,No,Travel_Frequently,1499,Sales,28,Long Distance,Bachelor,Marketing,1,3.0,573,High,4,Female,80,Medium,3,Sales Executive,Low,Married,10266,2845,4,Y,No,0,19,Excellent,2.6666666666666665,Very High,80,0,22,5,Best,18,13,13,11
428,47,Gen X,No,Travel_Rarely,983,Research & Development,2,Short Distance,College,Medical,1,3.0,574,Low,15,Female,65,High,2,Manufacturing Director,Very High,Divorced,5070,7389,5,Y,No,0,13,Excellent,2.6666666666666665,High,80,3,20,2,Better,5,0,0,4
429,46,Gen X,No,Travel_Rarely,1009,Research & Development,2,Short Distance,Bachelor,Life Sciences,1,2.3333333333333335,575,Low,23,Male,51,High,4,Research Director,High,Married,17861,2288,6,Y,No,0,13,Excellent,2.3333333333333335,High,80,0,26,2,Bad,3,2,0,1
430,35,Millennials,No,Travel_Rarely,144,Research & Development,22,Long Distance,Bachelor,Life Sciences,1,2.3333333333333335,577,Very High,1,Male,46,Low,1,Laboratory Technician,High,Single,4230,19225,0,Y,No,0,15,Excellent,3.3333333333333335,High,80,0,6,2,Better,5,4,4,3
431,54,Gen X,No,Travel_Rarely,548,Research & Development,8,Short Distance,Master,Life Sciences,1,3.0,578,High,18,Female,42,High,2,Laboratory Technician,High,Single,3780,23428,7,Y,No,0,11,Excellent,3.0,High,80,0,19,3,Better,1,0,0,0
432,34,Millennials,No,Travel_Rarely,1303,Research & Development,2,Short Distance,Master,Life Sciences,1,2.6666666666666665,579,Very High,7,Male,62,Medium,1,Research Scientist,High,Divorced,2768,8416,3,Y,No,0,12,Excellent,3.3333333333333335,High,80,1,14,3,Better,7,3,5,7
433,46,Gen X,No,Travel_Rarely,1125,Sales,10,Short Distance,Bachelor,Marketing,1,2.6666666666666665,580,High,12,Female,94,Medium,3,Sales Executive,Very High,Married,9071,11563,2,Y,Yes,1,19,Excellent,3.3333333333333335,High,80,1,15,3,Better,3,2,1,2
434,31,Millennials,No,Travel_Rarely,1274,Research & Development,9,Short Distance,Below College,Life Sciences,1,3.6666666666666665,581,High,0,Male,33,High,3,Manufacturing Director,Medium,Divorced,10648,14394,1,Y,No,0,25,Outstanding,3.0,Very High,80,1,13,6,Best,13,8,0,8
435,33,Millennials,Yes,Travel_Rarely,1277,Research & Development,15,Medium Distance,Below College,Medical,1,3.3333333333333335,582,Medium,8,Male,56,High,3,Manager,High,Married,13610,24619,7,Y,Yes,1,12,Excellent,3.0,Very High,80,0,15,2,Best,7,6,7,7
436,33,Millennials,Yes,Travel_Rarely,587,Research & Development,10,Short Distance,Below College,Medical,1,2.3333333333333335,584,Low,4,Male,38,Low,1,Laboratory Technician,Very High,Divorced,3408,6705,7,Y,No,0,13,Excellent,2.0,Low,80,3,8,2,Better,4,3,1,3
437,30,Millennials,No,Travel_Rarely,413,Sales,7,Short Distance,Below College,Marketing,1,3.0,585,Very High,1,Male,57,High,1,Sales Representative,Medium,Single,2983,18398,0,Y,No,0,14,Excellent,2.3333333333333335,Low,80,0,4,3,Better,3,2,1,2
438,35,Millennials,No,Travel_Rarely,1276,Research & Development,16,Medium Distance,Bachelor,Life Sciences,1,3.0,586,Very High,2,Male,72,High,3,Healthcare Representative,High,Married,7632,14295,4,Y,Yes,1,12,Excellent,3.3333333333333335,High,80,0,10,2,Better,8,7,0,0
439,31,Millennials,Yes,Travel_Frequently,534,Research & Development,20,Medium Distance,Bachelor,Life Sciences,1,3.0,587,Low,11,Male,66,High,3,Healthcare Representative,High,Married,9824,22908,3,Y,No,0,12,Excellent,1.6666666666666667,Low,80,0,12,2,Better,1,0,0,0
440,34,Millennials,Yes,Travel_Frequently,988,Human Resources,23,Long Distance,Bachelor,Human Resources,1,3.0,590,Medium,8,Female,43,High,3,Human Resources,Low,Divorced,9950,11533,9,Y,Yes,1,15,Excellent,2.0,High,80,3,11,2,Better,3,2,0,2
441,42,Millennials,No,Travel_Frequently,1474,Research & Development,5,Short Distance,College,Other,1,3.0,591,Medium,6,Male,97,High,1,Laboratory Technician,High,Married,2093,9260,4,Y,No,0,17,Excellent,3.0,Very High,80,1,8,4,Better,2,2,2,0
442,36,Millennials,No,Non-Travel,635,Sales,10,Short Distance,Master,Medical,1,2.6666666666666665,592,Medium,0,Male,32,High,3,Sales Executive,Very High,Single,9980,15318,1,Y,No,0,14,Excellent,3.3333333333333335,Very High,80,0,10,3,Good,10,3,9,7
443,22,Gen Z,Yes,Travel_Frequently,1368,Research & Development,4,Short Distance,Below College,Technical Degree,1,2.6666666666666665,593,High,2,Male,99,Medium,1,Laboratory Technician,High,Single,3894,9129,5,Y,No,0,16,Excellent,3.0,High,80,0,4,3,Better,2,2,1,2
444,48,Gen X,No,Travel_Rarely,163,Sales,2,Short Distance,Doctor,Marketing,1,3.0,595,Medium,5,Female,37,High,2,Sales Executive,Very High,Married,4051,19658,2,Y,No,0,14,Excellent,2.3333333333333335,Low,80,1,14,2,Better,9,7,6,7
445,55,Gen X,No,Travel_Rarely,1117,Sales,18,Medium Distance,Doctor,Life Sciences,1,3.3333333333333335,597,Low,27,Female,83,High,4,Manager,Medium,Single,16835,9873,3,Y,No,0,23,Outstanding,2.3333333333333335,Very High,80,0,37,2,Better,10,9,7,7
446,41,Millennials,No,Non-Travel,267,Sales,10,Short Distance,College,Life Sciences,1,3.0,599,Very High,2,Male,56,High,2,Sales Executive,Very High,Single,6230,13430,7,Y,No,0,14,Excellent,4.0,Very High,80,0,16,3,Better,14,3,1,10
447,35,Millennials,No,Travel_Rarely,619,Sales,1,Short Distance,Bachelor,Marketing,1,3.0,600,Medium,4,Male,85,High,2,Sales Executive,High,Married,4717,18659,9,Y,No,0,11,Excellent,2.6666666666666665,High,80,0,15,2,Better,11,9,6,9
448,40,Millennials,No,Travel_Rarely,302,Research & Development,6,Short Distance,Bachelor,Life Sciences,1,3.0,601,Medium,2,Female,75,High,4,Manufacturing Director,High,Single,13237,20364,7,Y,No,0,15,Excellent,2.6666666666666665,High,80,0,22,3,Better,20,6,5,13
449,39,Millennials,No,Travel_Frequently,443,Research & Development,8,Short Distance,Below College,Life Sciences,1,3.0,602,High,0,Female,48,High,1,Laboratory Technician,High,Married,3755,17872,1,Y,No,0,11,Excellent,2.3333333333333335,Low,80,1,8,3,Better,8,3,0,7
450,31,Millennials,No,Travel_Rarely,828,Sales,2,Short Distance,Below College,Life Sciences,1,3.3333333333333335,604,Medium,4,Male,77,High,2,Sales Executive,Very High,Single,6582,8346,4,Y,Yes,1,13,Excellent,3.0,High,80,0,10,2,Best,6,5,0,5
451,42,Millennials,No,Travel_Rarely,319,Research & Development,24,Long Distance,Bachelor,Medical,1,3.0,605,Very High,0,Male,56,High,3,Manufacturing Director,Low,Married,7406,6950,1,Y,Yes,1,21,Outstanding,3.0,Very High,80,1,10,5,Good,10,9,5,8
452,45,Gen X,No,Travel_Rarely,561,Sales,2,Short Distance,Bachelor,Other,1,3.3333333333333335,606,Very High,1,Male,61,High,2,Sales Executive,Medium,Married,4805,16177,0,Y,No,0,19,Excellent,2.6666666666666665,Medium,80,1,9,3,Best,8,7,3,7
453,26,Gen Z,Yes,Travel_Frequently,426,Human Resources,17,Medium Distance,Master,Life Sciences,1,2.6666666666666665,608,Medium,1,Female,58,High,1,Human Resources,High,Divorced,2741,22808,0,Y,Yes,1,11,Excellent,2.3333333333333335,Medium,80,1,8,2,Good,7,7,1,0
454,29,Millennials,No,Travel_Rarely,232,Research & Development,19,Medium Distance,Bachelor,Technical Degree,1,3.3333333333333335,611,Very High,5,Male,34,High,2,Manufacturing Director,Very High,Divorced,4262,22645,4,Y,No,0,12,Excellent,3.3333333333333335,Medium,80,2,8,2,Best,3,2,1,2
455,33,Millennials,No,Travel_Rarely,922,Research & Development,1,Short Distance,Doctor,Medical,1,3.3333333333333335,612,Low,4,Female,95,Very High,4,Research Director,High,Divorced,16184,22578,4,Y,No,0,19,Excellent,2.3333333333333335,High,80,1,10,2,Better,6,1,0,5
456,31,Millennials,No,Travel_Rarely,688,Sales,7,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,613,High,5,Male,44,Medium,3,Manager,Very High,Divorced,11557,25291,9,Y,No,0,21,Outstanding,3.3333333333333335,High,80,1,10,3,Good,5,4,0,1
457,18,Gen Z,Yes,Travel_Frequently,1306,Sales,5,Short Distance,Bachelor,Marketing,1,3.0,614,Medium,0,Male,69,High,1,Sales Representative,Medium,Single,1878,8059,1,Y,Yes,1,14,Excellent,2.6666666666666665,Very High,80,0,0,3,Better,0,0,0,0
458,40,Millennials,No,Non-Travel,1094,Sales,28,Long Distance,Bachelor,Other,1,2.3333333333333335,615,High,19,Male,58,Low,3,Sales Executive,Low,Divorced,10932,11373,3,Y,No,0,15,Excellent,2.3333333333333335,High,80,1,20,2,Better,1,0,0,1
459,41,Millennials,No,Non-Travel,509,Research & Development,2,Short Distance,Master,Other,1,2.6666666666666665,616,Low,2,Female,62,Medium,2,Healthcare Representative,High,Single,6811,2112,2,Y,Yes,1,17,Excellent,1.6666666666666667,Low,80,0,10,3,Better,8,7,0,7
460,26,Gen Z,No,Travel_Rarely,775,Sales,29,Long Distance,College,Medical,1,3.0,618,Low,8,Male,45,High,2,Sales Executive,High,Divorced,4306,4267,5,Y,No,0,12,Excellent,1.6666666666666667,Low,80,2,8,5,Better,0,0,0,0
461,35,Millennials,No,Travel_Rarely,195,Sales,1,Short Distance,Bachelor,Medical,1,3.0,620,Low,0,Female,80,High,2,Sales Executive,High,Single,4859,6698,1,Y,No,0,16,Excellent,2.6666666666666665,Very High,80,0,5,3,Better,5,4,0,3
462,34,Millennials,No,Travel_Rarely,258,Sales,21,Long Distance,Master,Life Sciences,1,3.3333333333333335,621,Very High,0,Male,74,Very High,2,Sales Executive,Very High,Single,5337,19921,1,Y,No,0,12,Excellent,4.0,Very High,80,0,10,3,Better,10,7,5,7
463,26,Gen Z,Yes,Travel_Rarely,471,Research & Development,24,Long Distance,Bachelor,Technical Degree,1,1.6666666666666667,622,High,0,Male,66,Low,1,Laboratory Technician,Very High,Single,2340,23213,1,Y,Yes,1,18,Excellent,3.0,Medium,80,0,1,3,Bad,1,0,0,0
464,37,Millennials,No,Travel_Rarely,799,Research & Development,1,Short Distance,Bachelor,Technical Degree,1,3.3333333333333335,623,Medium,6,Female,59,High,3,Manufacturing Director,Very High,Single,7491,23848,4,Y,No,0,17,Excellent,3.3333333333333335,Very High,80,0,12,3,Best,6,5,1,2
465,46,Gen X,No,Travel_Frequently,1034,Research & Development,18,Medium Distance,Below College,Medical,1,2.6666666666666665,624,Low,26,Female,86,High,3,Healthcare Representative,High,Married,10527,8984,5,Y,No,0,11,Excellent,2.6666666666666665,Very High,80,0,28,3,Good,2,2,1,2
466,41,Millennials,No,Travel_Rarely,1276,Sales,2,Short Distance,Doctor,Life Sciences,1,3.0,625,Medium,4,Female,91,High,4,Manager,Low,Married,16595,5626,7,Y,No,0,16,Excellent,1.6666666666666667,Medium,80,1,22,2,Better,18,16,11,8
467,37,Millennials,No,Non-Travel,142,Sales,9,Short Distance,Master,Medical,1,3.0,626,Low,0,Male,69,High,3,Sales Executive,Medium,Divorced,8834,24666,1,Y,No,0,13,Excellent,2.3333333333333335,Very High,80,1,9,6,Better,9,5,7,7
468,52,Gen X,No,Travel_Rarely,956,Research & Development,6,Short Distance,College,Technical Degree,1,3.0,630,Very High,8,Male,78,High,2,Research Scientist,Low,Divorced,5577,22087,3,Y,Yes,1,12,Excellent,2.3333333333333335,Medium,80,2,18,3,Better,10,9,6,9
469,32,Millennials,Yes,Non-Travel,1474,Sales,11,Medium Distance,Master,Other,1,3.3333333333333335,631,Very High,2,Male,60,Very High,2,Sales Executive,High,Married,4707,23914,8,Y,No,0,12,Excellent,3.6666666666666665,Very High,80,0,6,2,Better,4,2,1,2
470,24,Gen Z,No,Travel_Frequently,535,Sales,24,Long Distance,Bachelor,Medical,1,3.0,632,Very High,1,Male,38,High,1,Sales Representative,Very High,Married,2400,5530,0,Y,No,0,13,Excellent,3.6666666666666665,High,80,2,3,3,Better,2,2,2,1
471,38,Millennials,No,Travel_Rarely,1495,Research & Development,10,Short Distance,Bachelor,Medical,1,3.0,634,High,17,Female,76,High,2,Healthcare Representative,High,Married,9824,22174,3,Y,No,0,19,Excellent,3.0,High,80,1,18,4,Better,1,0,0,0
472,37,Millennials,No,Travel_Rarely,446,Research & Development,1,Short Distance,Master,Life Sciences,1,2.6666666666666665,635,Medium,2,Female,65,High,2,Manufacturing Director,Medium,Married,6447,15701,6,Y,No,0,12,Excellent,2.0,Medium,80,1,8,2,Good,6,5,4,3
473,49,Gen X,No,Travel_Rarely,1245,Research & Development,18,Medium Distance,Master,Life Sciences,1,2.6666666666666665,638,Very High,0,Male,58,Medium,5,Research Director,High,Divorced,19502,2125,1,Y,Yes,1,17,Excellent,3.3333333333333335,High,80,1,31,5,Better,31,9,0,9
474,24,Gen Z,No,Travel_Rarely,691,Research & Development,23,Long Distance,Bachelor,Medical,1,3.3333333333333335,639,Medium,0,Male,89,Very High,1,Research Scientist,Very High,Married,2725,21630,1,Y,Yes,1,11,Excellent,2.6666666666666665,Medium,80,2,6,3,Better,6,5,1,4
475,26,Gen Z,No,Travel_Rarely,703,Sales,28,Long Distance,College,Marketing,1,3.6666666666666665,641,Low,1,Male,66,High,2,Sales Executive,Medium,Married,6272,7428,1,Y,No,0,20,Outstanding,2.3333333333333335,Very High,80,2,6,5,Best,5,3,1,4
476,24,Gen Z,No,Travel_Rarely,823,Research & Development,17,Medium Distance,College,Other,1,3.0,643,Very High,0,Male,94,Medium,1,Laboratory Technician,Medium,Married,2127,9100,1,Y,No,0,21,Outstanding,3.3333333333333335,Very High,80,1,1,2,Better,1,0,0,0
477,50,Gen X,No,Travel_Frequently,1246,Human Resources,3,Short Distance,Bachelor,Medical,1,3.0,644,Low,0,Male,99,High,5,Manager,Medium,Married,18200,7999,1,Y,No,0,11,Excellent,2.0,High,80,1,32,2,Better,32,5,10,7
478,25,Gen Z,No,Travel_Rarely,622,Sales,13,Medium Distance,Below College,Medical,1,3.0,645,Medium,0,Male,40,High,1,Sales Representative,High,Married,2096,26376,1,Y,No,0,11,Excellent,2.6666666666666665,High,80,0,7,1,Better,7,4,0,6
479,24,Gen Z,Yes,Travel_Frequently,1287,Research & Development,7,Short Distance,Bachelor,Life Sciences,1,3.0,647,Low,0,Female,55,High,1,Laboratory Technician,High,Married,2886,14168,1,Y,Yes,1,16,Excellent,2.6666666666666665,Very High,80,1,6,4,Better,6,3,1,2
480,30,Millennials,Yes,Travel_Frequently,448,Sales,12,Medium Distance,Master,Life Sciences,1,3.0,648,Medium,0,Male,74,Medium,1,Sales Representative,Low,Married,2033,14470,1,Y,No,0,18,Excellent,2.0,High,80,1,1,2,Best,1,0,0,0
481,34,Millennials,No,Travel_Rarely,254,Research & Development,1,Short Distance,College,Life Sciences,1,2.6666666666666665,649,Medium,0,Male,83,Medium,1,Research Scientist,Very High,Married,3622,22794,1,Y,Yes,1,13,Excellent,3.3333333333333335,Very High,80,1,6,3,Better,6,5,1,3
482,31,Millennials,Yes,Travel_Rarely,1365,Sales,13,Medium Distance,Master,Medical,1,2.3333333333333335,650,Medium,6,Male,46,High,2,Sales Executive,Low,Divorced,4233,11512,2,Y,No,0,17,Excellent,2.0,High,80,0,9,2,Bad,3,1,1,2
483,35,Millennials,No,Travel_Rarely,538,Research & Development,25,Long Distance,College,Other,1,2.6666666666666665,652,Low,6,Male,54,Medium,2,Laboratory Technician,Very High,Single,3681,14004,4,Y,No,0,14,Excellent,3.0,Very High,80,0,9,3,Better,3,2,0,2
484,31,Millennials,No,Travel_Rarely,525,Sales,6,Short Distance,Master,Medical,1,4.0,653,Low,6,Male,66,Very High,2,Sales Executive,Very High,Divorced,5460,6219,4,Y,No,0,22,Outstanding,3.0,Very High,80,2,13,4,Best,7,7,5,7
485,27,Gen Z,No,Travel_Rarely,798,Research & Development,6,Short Distance,Master,Medical,1,2.3333333333333335,655,Low,1,Female,66,Medium,1,Research Scientist,High,Divorced,2187,5013,0,Y,No,0,12,Excellent,2.3333333333333335,High,80,2,6,5,Good,5,3,0,3
486,37,Millennials,No,Travel_Rarely,558,Sales,2,Short Distance,Bachelor,Marketing,1,2.6666666666666665,656,Very High,14,Male,75,High,2,Sales Executive,High,Married,9602,3010,4,Y,Yes,1,11,Excellent,3.3333333333333335,High,80,1,17,3,Good,3,0,1,0
487,20,Gen Z,No,Travel_Rarely,959,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,3.0,657,Very High,0,Female,83,Medium,1,Research Scientist,Medium,Single,2836,11757,1,Y,No,0,13,Excellent,3.3333333333333335,Very High,80,0,1,0,Best,1,0,0,0
488,42,Millennials,No,Travel_Rarely,622,Research & Development,2,Short Distance,Master,Life Sciences,1,3.0,659,High,0,Female,81,High,2,Healthcare Representative,Very High,Married,4089,5718,1,Y,No,0,13,Excellent,3.0,Medium,80,2,10,4,Better,10,2,2,2
489,43,Millennials,No,Travel_Rarely,782,Research & Development,6,Short Distance,Master,Other,1,2.3333333333333335,661,Medium,20,Male,50,Medium,4,Research Director,Very High,Divorced,16627,2671,4,Y,Yes,1,14,Excellent,3.0,High,80,1,21,3,Good,1,0,0,0
490,38,Millennials,No,Travel_Rarely,362,Research & Development,1,Short Distance,Below College,Life Sciences,1,2.6666666666666665,662,High,8,Female,43,High,1,Research Scientist,Low,Single,2619,14561,3,Y,No,0,17,Excellent,2.6666666666666665,Very High,80,0,8,3,Good,0,0,0,0
491,43,Millennials,No,Travel_Frequently,1001,Research & Development,9,Short Distance,Doctor,Medical,1,3.0,663,Very High,2,Male,72,High,2,Laboratory Technician,High,Divorced,5679,19627,3,Y,Yes,1,13,Excellent,3.0,Medium,80,1,10,3,Better,8,7,4,7
492,48,Gen X,No,Travel_Rarely,1236,Research & Development,1,Short Distance,Master,Life Sciences,1,2.0,664,Very High,18,Female,40,Medium,4,Manager,Low,Married,15402,17997,7,Y,No,0,11,Excellent,2.0,Low,80,1,21,3,Bad,3,2,0,2
493,44,Gen X,No,Travel_Rarely,1112,Human Resources,1,Short Distance,Master,Life Sciences,1,3.0,665,Low,8,Female,50,Medium,2,Human Resources,High,Single,5985,26894,4,Y,No,0,11,Excellent,2.0,Medium,80,0,10,1,Best,2,2,0,2
494,34,Millennials,No,Travel_Rarely,204,Sales,14,Medium Distance,Bachelor,Technical Degree,1,3.0,666,High,0,Female,31,High,1,Sales Representative,High,Divorced,2579,2912,1,Y,Yes,1,18,Excellent,3.3333333333333335,Very High,80,2,8,3,Better,8,2,0,6
495,27,Gen Z,Yes,Travel_Rarely,1420,Sales,2,Short Distance,Below College,Marketing,1,3.0,667,High,1,Male,85,High,1,Sales Representative,Low,Divorced,3041,16346,0,Y,No,0,11,Excellent,2.0,Medium,80,1,5,3,Better,4,3,0,2
